pokedex_number,name,german_name,japanese_name,generation,status,species,type_1,type_2,height_m,weight_kg,ability_1,ability_2,ability_hidden
826,Orbeetle,Maritellit,イオルブ (Eolb),8,Normal,Seven Spot Pokémon,Bug,Psychic,0.4,40.8,Swarm,Frisk,Telepathy
827,Nickit,Kleptifux,クスネ (Kusune),8,Normal,Fox Pokémon,Dark,,0.6,8.9,Run Away,Unburden,Stakeout
828,Thievul,Gaunux,フォクスライ (Foxly),8,Normal,Fox Pokémon,Dark,,1.2,19.9,Run Away,Unburden,Stakeout
829,Gossifleur,Cottini,ヒメンカ (Himenka),8,Normal,Flowering Pokémon,Grass,,0.4,2.2,Cotton Down,Regenerator,Effect Spore
830,Eldegoss,Cottomi,ワタシラガ (Watashiraga),8,Normal,Cotton Bloom Pokémon,Grass,,0.5,2.5,Cotton Down,Regenerator,Effect Spore
831,Wooloo,Wolly,ウールー (Wooluu),8,Normal,Sheep Pokémon,Normal,,0.6,6,Fluffy,Run Away,Bulletproof
832,Dubwool,Zwollock,バイウールー (Baiwooluu),8,Normal,Sheep Pokémon,Normal,,1.3,43,Fluffy,Steadfast,Bulletproof
833,Chewtle,Kamehaps,カムカメ (Kamukame),8,Normal,Snapping Pokémon,Water,,0.3,8.5,Strong Jaw,Shell Armor,Swift Swim
834,Drednaw,Kamalm,カジリガメ (Kajirigame),8,Normal,Bite Pokémon,Water,Rock,1,115.5,Strong Jaw,Shell Armor,Swift Swim
835,Yamper,Voldi,ワンパチ (Wanpachi),8,Normal,Puppy Pokémon,Electric,,0.3,13.5,Ball Fetch,,Rattled
836,Boltund,Bellektro,パルスワン (Pulsewan),8,Normal,Dog Pokémon,Electric,,1,34,Strong Jaw,,Competitive
837,Rolycoly,Klonkett,タンドン (Tandon),8,Normal,Coal Pokémon,Rock,,0.3,12,Steam Engine,Heatproof,Flash Fire
838,Carkol,Wagong,トロッゴン (Torogon),8,Normal,Coal Pokémon,Rock,Fire,1.1,78,Steam Engine,Flame Body,Flash Fire
839,Coalossal,Montecarbo,セキタンザン (Sekitanzan),8,Normal,Coal Pokémon,Rock,Fire,2.8,310.5,Steam Engine,Flame Body,Flash Fire
840,Applin,Knapfel,カジッチュ (Kajicchu),8,Normal,Apple Core Pokémon,Grass,Dragon,0.2,0.5,Ripen,Gluttony,Bulletproof
841,Flapple,Drapfel,アップリュー (Appryu),8,Normal,Apple Wing Pokémon,Grass,Dragon,0.3,1,Ripen,Gluttony,Hustle
842,Appletun,Schlapfel,タルップル (Tarupple),8,Normal,Apple Nectar Pokémon,Grass,Dragon,0.4,13,Ripen,Gluttony,Thick Fat
843,Silicobra,Salanga,スナヘビ (Sunahebi),8,Normal,Sand Snake Pokémon,Ground,,2.2,7.6,Sand Spit,Shed Skin,Sand Veil
844,Sandaconda,Sanaconda,サダイジャ (Sadaija),8,Normal,Sand Snake Pokémon,Ground,,3.8,65.5,Sand Spit,Shed Skin,Sand Veil
845,Cramorant,Urgl,ウッウ (Uu),8,Normal,Gulp Pokémon,Flying,Water,0.8,18,Gulp Missile,,
846,Arrokuda,Pikuda,サシカマス (Sasikamasu),8,Normal,Rush Pokémon,Water,,0.5,1,Swift Swim,,Propeller Tail
847,Barraskewda,Barrakiefa,カマスジョー (Kamasujaw),8,Normal,Skewer Pokémon,Water,,1.3,30,Swift Swim,,Propeller Tail
848,Toxel,Toxel,エレズン (Eleson),8,Normal,Baby Pokémon,Electric,Poison,0.4,11,Rattled,Static,Klutz
849,Toxtricity Low Key Form,Riffex,ストリンダー (Strinder),8,Normal,Punk Pokémon,Electric,Poison,1.6,40,Punk Rock,Minus,Technician
849,Toxtricity Amped Form,Riffex,ストリンダー (Strinder),8,Normal,Punk Pokémon,Electric,Poison,1.6,40,Punk Rock,Plus,Technician
850,Sizzlipede,Thermopod,ヤクデ (Yakude),8,Normal,Radiator Pokémon,Fire,Bug,0.7,1,Flash Fire,White Smoke,Flame Body
851,Centiskorch,Infernopod,マルヤクデ (Maruyakude),8,Normal,Radiator Pokémon,Fire,Bug,3,120,Flash Fire,White Smoke,Flame Body
852,Clobbopus,Klopptopus,タタッコ (Tatakko),8,Normal,Tantrum Pokémon,Fighting,,0.6,4,Limber,,Technician
853,Grapploct,Kaocto,オトスパス (Otosupus),8,Normal,Tantrum Pokémon,Fighting,,1.6,39,Limber,,Technician
854,Sinistea,Fatalitee,ヤバチャ (Yabacha),8,Normal,Black Tea Pokémon,Ghost,,0.1,0.2,Weak Armor,,Cursed Body
855,Polteageist,Mortipot,ポットデス (Potdeath),8,Normal,Black Tea Pokémon,Ghost,,0.2,0.4,Weak Armor,,Cursed Body
856,Hatenna,Brimova,ミブリム (Mibrim),8,Normal,Calm Pokémon,Psychic,,0.4,3.4,Healer,Anticipation,Magic Bounce
857,Hattrem,Brimano,テブリム (Tebrim),8,Normal,Serene Pokémon,Psychic,,0.6,4.8,Healer,Anticipation,Magic Bounce
858,Hatterene,Silembrim,ブリムオン (Brimuon),8,Normal,Silent Pokémon,Psychic,Fairy,2.1,5,Healer,Anticipation,Magic Bounce
859,Impidimp,Bähmon,ベロバー (Beroba),8,Normal,Wily Pokémon,Dark,Fairy,0.4,5.5,Prankster,Frisk,Pickpocket
860,Morgrem,Pelzebub,ギモー (Gimoh),8,Normal,Devious Pokémon,Dark,Fairy,0.8,12.5,Prankster,Frisk,Pickpocket
861,Grimmsnarl,Olangaar,オーロンゲ (Ohlonge),8,Normal,Bulk Up Pokémon,Dark,Fairy,1.5,61,Prankster,Frisk,Pickpocket
862,Obstagoon,Barrikadax,タチフサグマ (Tachifusaguma),8,Normal,Blocking Pokémon,Dark,Normal,1.6,46,Reckless,Guts,Defiant
863,Perrserker,Mauzinger,ニャイキング (Nyaiking),8,Normal,Viking Pokémon,Steel,,0.8,28,Battle Armor,Tough Claws,Steely Spirit
864,Cursola,Gorgasonn,サニゴーン (Sunigoon),8,Normal,Coral Pokémon,Ghost,,1,0.4,Weak Armor,,Perish Body
865,Sirfetch'd,Lauchzelot,ネギガナイト (Negikaknight),8,Normal,Wild Duck Pokémon,Fighting,,0.8,117,Steadfast,,Scrappy
866,Mr. Rime,Pantifrost,バリコオル (Barrikohru),8,Normal,Comedian Pokémon,Psychic,Ice,1.5,58.2,Tangled Feet,Screen Cleaner,Ice Body
867,Runerigus,Oghnatoll,デスバーン (Deathbarn),8,Normal,Grudge Pokémon,Ground,Ghost,1.6,66.6,Wandering Spirit,,
868,Milcery,Hokumil,マホミル (Mahomil),8,Normal,Cream Pokémon,Fairy,,0.2,0.3,Sweet Veil,,Aroma Veil
869,Alcremie,Pokusan,マホイップ (Mawhip),8,Normal,Cream Pokémon,Fairy,,0.3,0.5,Sweet Veil,,Aroma Veil
870,Falinks,Legios,タイレーツ (Tairetsu),8,Normal,Formation Pokémon,Fighting,,3,62,Battle Armor,,Defiant
871,Pincurchin,Britzigel,バチンウニ (Bachinuni),8,Normal,Sea Urchin Pokémon,Electric,,0.3,1,Lightning Rod,,Electric Surge
872,Snom,Snomnom,ユキハミ (Yukihami),8,Normal,Worm Pokémon,Ice,Bug,0.3,3.8,Shield Dust,,Ice Scales
873,Frosmoth,Mottineva,モスノウ (Mothnow),8,Normal,Frost Moth Pokémon,Ice,Bug,1.3,42,Shield Dust,,Ice Scales
874,Stonjourner,Humanolith,イシヘンジン (Ishihengin),8,Normal,Big Rock Pokémon,Rock,,2.5,520,Power Spot,,
875,Eiscue Ice Face,Kubuin,コオリッポ (Korippo),8,Normal,Penguin Pokémon,Ice,,1.4,89,Ice Face,,
875,Eiscue Noice Face,Kubuin,コオリッポ (Korippo),8,Normal,Penguin Pokémon,Ice,,1.4,89,Ice Face,,
876,Indeedee Male,Servol,イエッサン (Yessan),8,Normal,Emotion Pokémon,Psychic,Normal,0.9,28,Inner Focus,Synchronize,Psychic Surge
876,Indeedee Female,Servol,イエッサン (Yessan),8,Normal,Emotion Pokémon,Psychic,Normal,0.9,28,Own Tempo,Synchronize,Psychic Surge
877,Morpeko Full Belly Mode,Morpeko,モルペコ (Morpeko),8,Normal,Two-Sided Pokémon,Electric,Dark,0.3,3,Hunger Switch,,
877,Morpeko Hangry Mode,Morpeko,モルペコ (Morpeko),8,Normal,Two-Sided Pokémon,Electric,Dark,0.3,3,Hunger Switch,,
878,Cufant,Kupfanti,ゾウドウ (Zoudou),8,Normal,Copperderm Pokémon,Steel,,1.2,100,Sheer Force,,Heavy Metal
879,Copperajah,Patinaraja,ダイオウドウ (Daioudou),8,Normal,Copperderm Pokémon,Steel,,3,650,Sheer Force,,Heavy Metal
880,Dracozolt,Lectragon,パッチラゴン (Patchiragon),8,Normal,Fossil Pokémon,Electric,Dragon,1.8,190,Volt Absorb,Hustle,Sand Rush
881,Arctozolt,Lecryodon,パッチルドン (Patchilldon),8,Normal,Fossil Pokémon,Electric,Ice,2.3,150,Volt Absorb,Static,Slush Rush
882,Dracovish,Pescragon,ウオノラゴン (Ounaragon),8,Normal,Fossil Pokémon,Water,Dragon,2.3,215,Water Absorb,Strong Jaw,Sand Rush
883,Arctovish,Pescryodon,ウオチルドン (Ouchilldon),8,Normal,Fossil Pokémon,Water,Ice,2,175,Water Absorb,Ice Body,Slush Rush
884,Duraludon,Duraludon,ジュラルドン (Duraludon),8,Normal,Alloy Pokémon,Steel,Dragon,1.8,40,Light Metal,Heavy Metal,Stalwart
885,Dreepy,Grolldra,ドラメシヤ (Dorameshiya),8,Normal,Lingering Pokémon,Dragon,Ghost,0.5,2,Clear Body,Infiltrator,Cursed Body
886,Drakloak,Phandra,ドロンチ (Doronch),8,Normal,Caretaker Pokémon,Dragon,Ghost,1.4,11,Clear Body,Infiltrator,Cursed Body
887,Dragapult,Katapuldra,ドラパルト (Dorapult),8,Normal,Stealth Pokémon,Dragon,Ghost,3,50,Clear Body,Infiltrator,Cursed Body
888,Zacian Crowned Sword,Zacian,ザシアン (Zacian),8,Legendary,Warrior Pokémon,Fairy,Steel,2.8,355,Intrepid Sword,,
888,Zacian Hero of Many Battles,Zacian,ザシアン (Zacian),8,Legendary,Warrior Pokémon,Fairy,,2.8,110,Intrepid Sword,,
889,Zamazenta Crowned Shield,Zamazenta,ザマゼンタ (Zamazenta),8,Legendary,Warrior Pokémon,Fighting,Steel,2.9,785,Dauntless Shield,,
889,Zamazenta Hero of Many Battles,Zamazenta,ザマゼンタ (Zamazenta),8,Legendary,Warrior Pokémon,Fighting,,2.9,210,Dauntless Shield,,
890,Eternatus,Endynalos,ムゲンダイナ (Mugendina),8,Legendary,Gigantic Pokémon,Poison,Dragon,20,950,Pressure,,
890,Eternatus Eternamax,Endynalos,ムゲンダイナ (Mugendina),8,Legendary,Gigantic Pokémon,Poison,Dragon,100,0,,,
891,Kubfu,Dakuma,ダクマ (Dakuma),8,Sub Legendary,Wushu Pokémon,Fighting,,0.6,12,Inner Focus,,
892,Urshifu Single Strike Style,Wulaosu,ウーラオス (Wulaosu),8,Sub Legendary,Wushu Pokémon,Fighting,Dark,1.9,105,Unseen Fist,,
892,Urshifu Rapid Strike Style,Wulaosu,ウーラオス (Wulaosu),8,Sub Legendary,Wushu Pokémon,Fighting,Water,1.9,105,Unseen Fist,,
893,Zarude,Zarude,ザルード (Zarude),8,Mythical,Rogue Monkey Pokémon,Dark,Grass,1.8,70,Leaf Guard,,
894,Regieleki,Regieleki,レジエレキ (Regieleki),8,Sub Legendary,Elektron Pokémon,Electric,,1.2,145,Transistor,,
895,Regidrago,Regidrago,レジドラゴ (Regidrago),8,Sub Legendary,Dragon Orb Pokémon,Dragon,,2.1,200,Dragon‘s Maw,,
896,Glastrier,Polaross,ブリザポス (Burizaposu),8,Sub Legendary,Wild Horse Pokémon,Ice,,2.2,800,Chilling Neigh,,
897,Spectrier,Phantoross,レイスポス (Reisuposu),8,Sub Legendary,Swift Horse Pokémon,Ghost,,2,44.5,Grim Neigh,,
898,Calyrex,Coronospa,バドレックス (Budrex),8,Legendary,King Pokémon,Psychic,Grass,1.1,7.7,Unnerve,,
898,Calyrex Ice Rider,Coronospa,バドレックス (Budrex),8,Legendary,High King Pokémon,Psychic,Ice,2.4,809.1,As One,,
898,Calyrex Shadow Rider,Coronospa,バドレックス (Budrex),8,Legendary,High King Pokémon,Psychic,Ghost,2.4,53.6,As One,,
